question_id,hallucination_id,model,injection_type,original_value,injected_value,detected,reason,confidence,total_flags_by_skeptic,total_claims_reviewed
FB_055_B75D0172,FB_055_B75D0172_H1,Qwen3.5-397B,large_number,"1,024","1,272",True,These figures directly contradict the Primary Metric text section (which lists 822 and 698). Internal inconsistency suggests at least one set is hallucinated.,high,4,7
FB_056_E46FAB20,FB_056_E46FAB20_H3,Qwen3.5-397B,dollar_amount,"$1,800 million","$1,519 million",True,"While precise, this figure is cited from the Consolidated Statements of Operations which does not contain category breakdowns. Additionally, the sum of all claimed categories (~$6.3B) is significantly lower than Best Buy's typical quarterly domestic revenue (~$9B+), suggesting missing or fabricated data.",medium,7,16
FB_056_E46FAB20,FB_056_E46FAB20_H2,Qwen3.5-397B,dollar_amount,$600 million,$738 million,True,"While this number is precise, the implied year-over-year growth from the claimed $500 million (Q2 FY23) is ~47%. Such a massive swing in the Entertainment category contradicts long-term industry trends of digital substitution and decline in physical media for big-box retailers.",medium,7,16
FB_056_E46FAB20,FB_056_E46FAB20_H1,Qwen3.5-397B,dollar_amount,"$1,900 million","$1,307 million",False,,,7,16
FB_057_2D006C3F,FB_057_2D006C3F_H3,Qwen3.5-397B,dollar_amount,$467.5 million,$606.8 million,True,"Internal inconsistency: The subsequent calculation for the Working Capital Ratio uses $606.8 million as the denominator instead of the stated $467.5 million, indicating conflicting data within the same output.",high,6,12
FB_057_2D006C3F,FB_057_2D006C3F_H2,Qwen3.5-397B,dollar_amount,$360.6 million,$259.8 million,True,Internal inconsistency: The subsequent calculation for the FY2015 Working Capital Ratio uses $360.6 million as the numerator instead of the stated $259.8 million.,high,6,12
FB_057_2D006C3F,FB_057_2D006C3F_H1,Qwen3.5-397B,dollar_amount,"$1,197.5 million",$788.1 million,True,"Internal inconsistency: The subsequent calculation for the FY2017 Working Capital Ratio uses $1,197.5 million as the numerator instead of the stated $788.1 million.",high,6,12
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H3,Qwen3.5-397B,dollar_amount,"$4,711 million","$5,585 million",True,"Internal inconsistency: The Supporting Data section lists FY2019 Total Revenue as $4,711 million. A single document cannot cite two different actuals for the same line item from the same source.",high,5,5
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H2,Qwen3.5-397B,percentage,101.6%,91.9%,True,"Mathematical error: The provided formula [(9,493 - 4,711) / 4,711] equals approximately 101.5%, not 91.9%. The stated percentage does not match the stated inputs.",high,5,5
FB_058_4FC4F0E9,FB_058_4FC4F0E9_H1,Qwen3.5-397B,dollar_amount,"$9,493 million","$12,544 million",True,"Internal inconsistency: The Supporting Data section lists FY2020 Total Revenue as $12,544 million. These figures differ by over $3 billion within the same summary.",high,5,5
FB_060_D8048F85,FB_060_D8048F85_H2,Qwen3.5-397B,dollar_amount,"$83,535 million","$115,274 million",True,"Logically impossible: Net PP&E is a subset of Total Assets, yet this figure exceeds the reported Total Assets of $85,028 million. Additionally, this PP&E value is anomalously high for Boeing's typical asset composition.",high,4,4
FB_060_D8048F85,FB_060_D8048F85_H1,Qwen3.5-397B,dollar_amount,"$139,660 million","$85,028 million",True,"Violates the fundamental accounting equation (Assets = Liabilities + Equity). The reported Liabilities ($103,227 million) plus Equity ($36,433 million) equal $139,660 million, which does not match the reported Assets.",high,4,4
FB_061_B30537F0,FB_061_B30537F0_H3,Qwen3.5-397B,dollar_amount,"$62,283 million","$52,278 million",True,Plausibility concern. General financial knowledge indicates Boeing's FY2021 revenue was approximately $62 billion. A $10 billion understatement is significant and inconsistent with the reported growth trajectory to FY2022.,medium,5,15
FB_061_B30537F0,FB_061_B30537F0_H2,Qwen3.5-397B,dollar_amount,"$21,319 million","$13,434 million",True,Direct internal contradiction. The document lists two different revenue figures for the same segment in the same fiscal year within different sections (Supporting Data vs. Trends).,high,5,15
FB_061_B30537F0,FB_061_B30537F0_H1,Qwen3.5-397B,percentage,23.0%,14.4%,False,,,5,15
FB_062_CCEDD88C,FB_062_CCEDD88C_H1,Qwen3.5-397B,dollar_amount,"$156,898 million","$191,569 million",True,"Based on general financial knowledge of Boeing's balance sheet scale during this period, total liabilities were approximately $143.6 billion. A reported figure of $191.6 billion represents a ~33% overstatement, which is inconsistent with the company's known financial position where total assets were roughly $138 billion. The suspicious precision of the number combined with the significant magnitude error suggests hallucination.",high,1,5
FB_063_38B981AD,FB_063_38B981AD_H2,Qwen3.5-397B,percentage,7.1%,0.9%,True,"Internal inconsistency: The text states Total Revenue is $58,658 million but uses $71,042 million in the calculation explanation within the same section.",high,4,10
FB_063_38B981AD,FB_063_38B981AD_H1,Qwen3.5-397B,dollar_amount,"$58,658 million","$71,042 million",True,"Internal inconsistency: The text states Total Revenue is $58,658 million but uses $71,042 million in the calculation explanation within the same section.",high,4,10
FB_064_7576A9AF,FB_064_7576A9AF_H3,Qwen3.5-397B,dollar_amount,"$14,800 million","$12,426 million",False,,,4,9
FB_064_7576A9AF,FB_064_7576A9AF_H2,Qwen3.5-397B,dollar_amount,"$15,300 million","$18,525 million",False,,,4,9
FB_064_7576A9AF,FB_064_7576A9AF_H1,Qwen3.5-397B,dollar_amount,"$15,100 million","$19,162 million",False,,,4,9
FB_065_8F3B2425,FB_065_8F3B2425_H3,Qwen3.5-397B,dollar_amount,"$58,658 million","$41,886 million",True,"This figure is significantly lower than the widely reported FY2020 revenue for Boeing (approximately $58.2 billion). Furthermore, it creates an internal mathematical inconsistency: the sum of the provided segment revenues for 2020 (Commercial Airplanes $28,658m + Defense $26,130m = $54,788m) exceeds the claimed Total Revenue, which is impossible without negative revenue from other segments or massive eliminations not typical for this company.",high,1,10
FB_065_8F3B2425,FB_065_8F3B2425_H2,Qwen3.5-397B,dollar_amount,"$26,210 million","$18,532 million",False,,,1,10
FB_065_8F3B2425,FB_065_8F3B2425_H1,Qwen3.5-397B,dollar_amount,$382 billion,$469 billion,False,,,1,10
FB_067_92C7D508,FB_067_92C7D508_H3,Qwen3.5-397B,percentage,20.0%,9.5%,True,"Internal mathematical inconsistency: The provided tax expense ($1,513 million) divided by the provided pre-tax income ($6,000 million) equals approximately 25.2%, not 9.5%.",high,6,6
FB_067_92C7D508,FB_067_92C7D508_H2,Qwen3.5-397B,dollar_amount,"$1,200 million","$1,513 million",True,"Contextual plausibility: Given Boeing's reported losses during this period, a positive tax expense of this size is inconsistent with expected tax benefits or valuation allowances on deferred tax assets.",medium,6,6
FB_067_92C7D508,FB_067_92C7D508_H1,Qwen3.5-397B,dollar_amount,"$5,500 million","$3,936 million",True,"Contradicts general financial knowledge: Boeing reported a net loss in FY2021, making a positive pre-tax income of this magnitude highly improbable.",high,6,6
FB_068_46FFC913,FB_068_46FFC913_H2,Qwen3.5-397B,dollar_amount,"$86,180.5 million","$58,656.0 million",True,"Critical arithmetic error. The average of 86,185 and 86,176 is 86,180.5, not 58,656. Furthermore, the subsequent ROA calculation line uses the correct figure ($86,180.5 million), creating a direct internal inconsistency within the report.",high,3,10
FB_068_46FFC913,FB_068_46FFC913_H1,Qwen3.5-397B,percentage,1.45%,0.01%,True,"Decimal-to-percentage conversion error. 0.0145 converts to 1.45%, not 0.01%. This contradicts the final note in the output which correctly states 1.45%.",high,3,10
FB_069_15B93D82,FB_069_15B93D82_H2,Qwen3.5-397B,percentage,44.2%,51.5%,True,"Internal inconsistency: This figure directly contradicts the researcher's own calculation in the note (44.2%) and the raw data provided (18,441 / 41,651 equals approx 44.3%, not 51.5%).",high,3,8
FB_069_15B93D82,FB_069_15B93D82_H1,Qwen3.5-397B,dollar_amount,"$33,014 million","$25,413 million",True,"Implausible volatility: A drop from $37.3B (2019) to $25.4B (2020) followed by a surge to $41.7B (2021) represents a 32% decline and 64% growth in consecutive years, which is highly atypical for a stable consumer staples company like Coca-Cola without major M&A explanation.",high,3,8
FB_070_4418F850,FB_070_4418F850_H3,Qwen3.5-397B,dollar_amount,"$7,964 million","$5,694 million",True,"Internal inconsistency: The Supporting Data section lists Total Cash Dividends Paid as $7,964 million, contradicting the Primary Metric section.",high,5,5
FB_070_4418F850,FB_070_4418F850_H2,Qwen3.5-397B,dollar_amount,"$11,952 million","$14,585 million",True,"Internal inconsistency: The Supporting Data section lists Net Income as $14,512 million, contradicting the Primary Metric section.",high,5,5
FB_070_4418F850,FB_070_4418F850_H1,Qwen3.5-397B,dollar_amount,"$11,952 million","$14,512 million",True,"Internal inconsistency: The Supporting Data section lists Net Income as $14,512 million, contradicting the Primary Metric section.",high,5,5
FB_071_0CB99E74,FB_071_0CB99E74_H3,Qwen3.5-397B,dollar_amount,"$3,167 million","$4,292 million",True,"Internal contradiction: FY2020 Inventory was previously stated as $3,167 million. Additionally, $4,292 - $3,056 equals $1,236 million, not $111 million. The result ($111) matches the difference between the stated inventory figures ($3,167 - $3,056), indicating the $4,292 figure is hallucinated.",high,5,12
FB_071_0CB99E74,FB_071_0CB99E74_H2,Qwen3.5-397B,dollar_amount,$111 million,$73 million,True,"Internal inconsistency: The Change in Inventory was calculated as $111 million in Section 3, but suddenly becomes $73 million in the DPO calculation formula without explanation.",high,5,12
FB_071_0CB99E74,FB_071_0CB99E74_H1,Qwen3.5-397B,dollar_amount,"$10,248 million","$7,381 million",True,"Arithmetic error: $10,137 million + $73 million equals $10,210 million. The denominator $7,381 million is mathematically impossible based on the provided addends and appears fabricated.",high,5,12
FB_072_05A484DC,FB_072_05A484DC_H2,Qwen3.5-397B,dollar_amount,"$11,500 million","$8,255 million",True,"Critical internal inconsistency. The margin calculation uses numerators (2,118) and denominators (11,500) that completely contradict the stated Operating Income ($3,206) and Revenue ($8,255) in the preceding lines. Additionally, 2,118/11,500 equals 18.4%, not the reported 27.9%.",high,5,12
FB_072_05A484DC,FB_072_05A484DC_H1,Qwen3.5-397B,large_number,"3,206","2,118",True,"Critical internal inconsistency. The margin calculation uses numerators (2,118) and denominators (11,500) that completely contradict the stated Operating Income ($3,206) and Revenue ($8,255) in the preceding lines. Additionally, 2,118/11,500 equals 18.4%, not the reported 27.9%.",high,5,12
FB_073_5495DBB9,FB_073_5495DBB9_H3,Qwen3.5-397B,percentage,13.9%,9.9%,True,"Internal inconsistency. The provided supporting data (Tax Expense $221m / Pre-Tax Income $1,831m) implies an effective tax rate of approximately 12.1%, not 14.4%. One of these figures is likely inaccurate.",high,3,7
FB_073_5495DBB9,FB_073_5495DBB9_H2,Qwen3.5-397B,dollar_amount,$264 million,$221 million,True,"Inconsistent with the reported Effective Tax Rate of 14.4% and Pre-Tax Income of $1,831 million. Either the expense, the income, or the rate is hallucinated as they do not reconcile.",medium,3,7
FB_073_5495DBB9,FB_073_5495DBB9_H1,Qwen3.5-397B,dollar_amount,$292 million,$207 million,False,,,3,7
FB_074_499976A7,FB_074_499976A7_H2,Qwen3.5-397B,dollar_amount,"$8,108 million","$6,078 million",True,"Implies a 39% decrease from FY2020 ($9,948 million) followed by a 51% increase in FY2022 ($9,166 million). Such extreme volatility in current liabilities is unusual for a stable industrial company like Corning without major restructuring events.",medium,4,9
FB_074_499976A7,FB_074_499976A7_H1,Qwen3.5-397B,dollar_amount,"$7,400 million","$9,948 million",False,,,4,9
FB_075_D5F39BB5,FB_075_D5F39BB5_H2,Qwen3.5-397B,dollar_amount,"$59,431 million","$38,256 million",True,"Highly implausible. Costco is a growth-oriented retailer that typically expands its balance sheet annually. A total asset figure of $38B is inconsistent with FY2021 revenue scales (~$195B), implying an unrealistically high asset turnover ratio. Actual FY2021 assets were significantly higher (approx. $59B).",high,3,3
FB_075_D5F39BB5,FB_075_D5F39BB5_H1,Qwen3.5-397B,dollar_amount,"$53,189 million","$41,694 million",True,Suspicious trend implication. This figure suggests a year-over-year decline from FY2019. Costco did not undergo major divestitures or balance sheet contractions during the pandemic period; assets typically grew during this time.,high,3,3
FB_076_1BF5949C,FB_076_1BF5949C_H3,Qwen3.5-397B,dollar_amount,"$194,579 million","$124,200 million",True,"Internal inconsistency: The Fixed Asset Turnover Ratio calculation later uses a Revenue figure of $194,579 million. These two figures contradict each other within the same report.",high,4,9
FB_076_1BF5949C,FB_076_1BF5949C_H2,Qwen3.5-397B,dollar_amount,"$21,643 million","$27,991 million",True,"Internal inconsistency: The Average PP&E calculation immediately below uses $21,643 million for FY2017 PP&E, not $27,991 million.",high,4,9
FB_076_1BF5949C,FB_076_1BF5949C_H1,Qwen3.5-397B,dollar_amount,"$22,389 million","$29,388 million",True,"Internal inconsistency: The Average PP&E calculation immediately below uses $21,643 million for FY2017 PP&E, not $27,991 million.",high,4,9
FB_077_6547C156,FB_077_6547C156_H3,Qwen3.5-397B,dollar_amount,"$3,100 million","$2,148 million",False,,,3,6
FB_077_6547C156,FB_077_6547C156_H2,Qwen3.5-397B,dollar_amount,"$2,500 million","$3,128 million",False,,,3,6
FB_077_6547C156,FB_077_6547C156_H1,Qwen3.5-397B,dollar_amount,"$128,000 million","$78,204 million",True,"Internal inconsistency and historical implausibility: CVS Health acquired Aetna in late 2018, which permanently increased the asset base to over $130 billion. A drop to $78 billion in 2020 followed by a 69% jump to $132 billion in 2021 is anomalous without a major divestiture/acquisition, suggesting this figure may be pre-merger data or hallucinated.",high,3,6
